parse_date	provider	provider_id	name	price	original_price	hidden_price	URL
2021-10-06 04:02:00	bol	9300000029526802	RGB High-End Game PC / Computer - Ryzen 5 5600X - RTX 3060 - 16GB RAM - 1TB SSD (M.2 NVMe) - REV200	1499.0			https://bol.com/nl/nl/p/rgb-high-end-game-pc-computer-ryzen-5-5600x-rtx-3060-16gb-ram-1tb-ssd-rev200/9300000029526802/
2021-10-06 04:02:00	bol	9200000127179573	BRITA Waterfiltersysteem On Tap - voor op de kraan				https://bol.com/nl/nl/p/brita-waterfiltersysteem-on-tap-voor-op-de-kraan/9200000127179573/
2021-10-06 04:02:00	bol	9300000005377074	ScreenON - AMD 3000G - 240Gb M.2 SSD - WiFi - Game Computer	359.0			https://bol.com/nl/nl/p/screenon-amd-3000g-240gb-m-2-ssd-wifi-game-computer/9300000005377074/
2021-10-06 04:02:00	bol	9300000036477436	ScreenON - AMD 3000G - 240GB M.2 SSD - AMD Radeon RX Vega 3 - WiFi - Game Computer	349.0			https://bol.com/nl/nl/p/screenon-amd-3000g-240gb-m-2-ssd-amd-radeon-rx-vega-3-wifi-game-computer/9300000036477436/
2021-10-06 04:02:00	bol	9300000010220935	AMD Ryzen 5 3600 Game PC / Gaming computer - GTX 1650 4GB - 16GB RAM - 120GB SSD - 1TB HDD - GAMDIAS	839.0			https://bol.com/nl/nl/p/amd-ryzen-5-3600-game-pc-gaming-computer-gtx-1650-4gb-16gb-ram-120gb-ssd-1tb-hdd-gamdias/9300000010220935/
2021-10-06 04:02:00	bol	9300000042507207	AMD Ryzen Threadripper 3960X Game PC / Streaming Computer - RTX 3090 - 64GB RAM - 2TB SSD (PCIe 4) - WiFi / Bluetooth - Dark Base	8499.0			https://bol.com/nl/nl/p/amd-ryzen-threadripper-3960x-game-pc-streaming-computer-rtx-3090-64gb-ram-2tb-ssd-wifi-bluetooth-dark-base/9300000042507207/
2021-10-06 04:02:00	bol	9300000042911324	AMD Ryzen 7 3700X High-End RGB Game PC / Streaming Computer - RTX 3060 - 32GB 3200MHz RAM - 1TB M2.0 SSD - WHITE	1599.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-rgb-game-pc-streaming-computer-rtx-3060-32gb-3200mhz-ram-1tb-m2-0-ssd-white/9300000042911324/
2021-10-06 04:02:00	bol	9200000122227931	ScreenON - AMD R3 3200G Game PC (Geschikt voor Fortnite) - Gaming Computer	399.0	449,00		https://bol.com/nl/nl/p/screenon-amd-r3-3200g-game-pc-gaming-computer/9200000122227931/
2021-10-06 04:02:00	bol	9200000123115988	AMD Ryzen 7 3700X High-End Game PC / Streaming Computer - RTX 3060 - 16GB RAM - 960GB SSD	1475.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-game-pc-streaming-computer-rtx-3060-16gb-ram-960gb-ssd/9200000123115988/
2021-10-06 04:02:00	bol	9300000053085565	Intel Basic Game Computer / Gaming PC - GTX 1050 ti - 512GB M2.0 SSD - 8GB RAM - VAMPIRIC A	675.0			https://bol.com/nl/nl/p/intel-basic-game-computer-gaming-pc-gtx-1050-ti-512gb-m2-0-ssd-8gb-ram-vampiric-a/9300000053085565/
2021-10-06 04:02:00	bol	9200000131484225	AMD Ryzen 7 3700X High-End RGB Game Computer / Gaming PC - GTX 1660 6GB - 16GB RAM - 512GB SSD (M2.0) - Win10 Pro	1165.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-rgb-game-computer-gaming-pc-gtx-1660-6gb-16gb-ram-512gb-ssd-win10-pro/9200000131484225/
2021-10-06 04:02:00	bol	9300000033012971	Intel i5 10600K - Upgrade Game PC / Gaming Computer - GT 1030 - 960GB SSD - 16GB RAM - V1000 BLUE	775.0			https://bol.com/nl/nl/p/intel-i5-10600k-upgrade-game-pc-gaming-computer-gt-1030-960gb-ssd-16gb-ram-v1000-blue/9300000033012971/
2021-10-06 04:02:00	bol	9300000005963326	ScreenON - Intel G5900 - 240Gb M.2 SSD - WiFi - Game Computer	379.0			https://bol.com/nl/nl/p/screenon-intel-g5900-240gb-m-2-ssd-wifi-game-computer/9300000005963326/
2021-10-06 04:02:00	bol	9300000033015023	AMD Ryzen 7 3700X High-End Game PC / Streaming Computer - RTX 3060 - 16GB RAM - 960GB SSD - TG5 Pro	1455.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-game-pc-streaming-computer-rtx-3060-16gb-ram-960gb-ssd-tg5-pro/9300000033015023/
2021-10-06 04:02:00	bol	9300000019239119	AMD Ryzen 5 3600 High-End Game PC / Streaming Computer - RTX 3070 8GB - 16GB RAM - 960GB SSD	1599.0			https://bol.com/nl/nl/p/amd-ryzen-5-3600-high-end-game-pc-streaming-computer-rtx-3070-8gb-16gb-ram-960gb-ssd/9300000019239119/
2021-10-06 04:02:00	bol	9300000033014254	AMD Ryzen 7 3800X High-End Game PC / Streaming Computer - RTX 3070 - 16GB RAM - 500GB SSD (M2.0) - 2TB HDD - REV200	1875.0			https://bol.com/nl/nl/p/amd-ryzen-7-3800x-high-end-game-pc-streaming-computer-rtx-3070-16gb-ram-500gb-ssd-2tb-hdd-rev200/9300000033014254/
2021-10-06 04:02:00	bol	9300000053113816	Intel Basic Game Computer / Gaming PC - GTX 1650 SUPER - 512GB M2.0 SSD - 2TB HDD - 16GB RAM - VAMPIRIC B	825.0			https://bol.com/nl/nl/p/intel-basic-game-computer-gaming-pc-gtx-1650-super-512gb-m2-0-ssd-2tb-hdd-16gb-ram-vampiric-b/9300000053113816/
2021-10-06 04:02:00	bol	9300000015151612	AMD Ryzen 7 3700X High-End Game PC / Streaming Computer - RTX 2060 6GB - 16GB RAM - 960GB SSD - GAMDIAS	1359.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-game-pc-streaming-computer-rtx-2060-6gb-16gb-ram-960gb-ssd-gamdias/9300000015151612/
2021-10-06 04:02:00	bol	9300000004810276	ScreenOn - AMD Ryzen 5 3600 Allround Game Computer / Gaming PC - Geforce GTX 1050 Ti 4GB - 16GB RAM - 240GB SSD - 1TB HDD - Windows 10	899.0			https://bol.com/nl/nl/p/screenon-amd-ryzen-5-3600-allround-game-computer-gaming-pc-geforce-gtx-1050-ti-4gb-16gb-ram-240gb-ssd-1tb-hdd-windows-10/9300000004810276/
2021-10-06 04:02:00	bol	9300000034827792	Intel i5 Allround Game PC / Streaming Computer - i5 10400 6-Core - GTX 1660 SUPER - 480GB SSD - 16GB RAM - Win10 Pro - TALOS M1	1045.0			https://bol.com/nl/nl/p/intel-i5-allround-game-pc-streaming-computer-i5-10400-6-core-gtx-1660-super-480gb-ssd-16gb-ram-win10-pro-talos-m1/9300000034827792/
2021-10-06 04:02:00	bol	9300000033522184	AMD Ryzen 5 2600 Game PC / Streaming Computer - RTX 2060 - 16GB RAM - 480GB SSD - Win10 Pro	1199.0			https://bol.com/nl/nl/p/amd-ryzen-5-2600-game-pc-streaming-computer-rtx-2060-16gb-ram-480gb-ssd-win10-pro/9300000033522184/
